File Name,Fiscal Year,Stripe Type,Stripe Number,Incident Date,Incident Time,Location / Plant,Department,Section,Incident Type,Injury Description,Employee Type,Vendor Name,Vendor Star Rating,Risk Type,LTI Free Days,Camera Surveillance,What Happened,Preliminary Findings,Recommendations,Severity,FY Number
Orange Stripe#82-English-EngineeringServices.pdf,FY-23,Orange Stripe,82/FY-23,,,,,,,,,,,,,,,1. The nozzle of the jetting pipe was dislodged from the threaded joint of the hose pipe adaptor. 2. Thread found in good condition. 3. The loose end of the pipe hit the crew members. 4. Standard Operating Procedure was in place and was followed.,1. Detailed recommendations will be shared post completion of incident investigation.,LTI,2023.0
Orange Stripe#79-English-LP-IEM.pdf,FY-23,Orange Stripe,79/FY-23,21-10-2022 Time: 09:30 PM,09:30 PM,Behind cooling bed area,Mills & Utilities Electrical Maintenance,IEM,LTI of company employee,Abrasion below Knee in left leg,Company,,,"Yellow risk (C3, L4)",8,No,,,,LTI,2023.0
Orange Stripe#79-English-LP-IEM.pdf,FY-23,Orange Stripe,79/FY-23,,,,,,,,,,,,,,,1. Area was well-illuminated. 2. Crack was found on drain cover seating groove.,1. Drain cover sheeting groove with cracks should be repaired by Engineering Services. 2. Detailed recommendations will be shared after incident investigation is complete.,LTI,2023.0
Orange Stripe#64-English-CRM.pdf,FY-23,Orange Stripe,64/FY-23,02.06.2022 Time: 02:10 am,02:10 am,Mill exit area,M&U Electrical Maintenance,"PLTCM, CRM",LTI of a company employee,Injury on left rib 10-11,Company,,,"Yellow Risk (C3, L4)",842,Yes,,,,LTI,2023.0
Orange Stripe#64-English-CRM.pdf,FY-23,Orange Stripe,64/ FY-23,,,,,,,,,,,,,,,"1. The staircase where he slipped, was in two parts - with a landing in between. 2. Handrailing of upper part of the staircase was proper, but that for the lower part was not of adequate height and there was no continuity between the two hand railings. 3. Stair surface was very oily and hence slippe",1. Handrailing to be provided at all places wherever it is discontinued. 2. Source of oil and coolant leakage on shopfloor should be addressed. 3. Use of Anti Slip Mat should be recommended.,LTI,2023.0
Orange Stripe#65-English-Khopoli.pdf,FY-23,Orange Stripe,65/FY-23,30/09/2022 Time: 3:28 AM,3:28 AM,Tube Mill-02,Tube Mill-Operation ERW,,LTI case of contractor employee,Crush Injury in left-hand middle finger,Contractor,M/S Kartik Kumar,3 Star,"Yellow Risk (C3, L4)",91,No,,,,LTI,2023.0
Orange Stripe#65-English-Khopoli.pdf,FY-23,Orange Stripe,65/FY-23,,,,,,,,,,,,,,,1. Roll Change at Tube Mill is completely a manual activity. 2. IP was having total 8+ years of experience in such type of jobs at Tube mill. 3. IP was wearing all required PPEs. 4. Activity Identified in HSE Risk Matrix as C3 Risk. 5. Standard Operating Procedure (SOP) is available for the activity,1. Review of SOP & Hazard Identification and Risk Assessment (HIRA) in line with re-calibrated risk matrix for such hazardous activities. 2. Display of visual SOP with Do’s and Don’ts in local language and Hindi. 3. Sleeve should be provided for roll fitting in driven shaft. 4. Roll fitting trolley/,LTI,2023.0
Orange Stripe#76-English-Battery#567.pdf,FY-23,Orange Stripe,76/FY-23,27.10.2022 Time: 08:45 AM,08:45 AM,Quenching Tower of Battery #7,Coke Plant,Battery#567,LTI of company employee,Exposure to steam during quenching process,Company,,,"Yellow (C3, L4)",128,Yes,,,,LTI,2023.0
Orange Stripe#76-English-Battery#567.pdf,FY-23,Orange Stripe,76/FY-23,,,,,,,,,,,,,,,1. Standard Operating Procedure (SOP) for loco operation was available. 2. No damage to quenching loco and the loco cabin was found. 3. Illumination inside loco cabin was good. 4. Communication systems such as walkie talkie were working well.,Detailed recommendations to be shared post completion of incident investigation.,LTI,2023.0
Orange Stripe#75-English-IM-H.pdf,FY-23,Orange Stripe,75/FY-23,30.10.22 Time: 12:30 PM,12:30 PM,Near tilting runner#2,H-Blast Furnace,Cast House,LTI of company employee,Minor chipping fracture in left-hand wrist,Company,,,"Blue Risk (C3, L3)",2256 days,Yes (but n,,,,LTI,2023.0
Orange Stripe#75-English-IM-H.pdf,FY-23,Orange Stripe,75/FY-23,,,,,,,,,,,,,,,,"1. Walking over the grating area will be prohibited for everyone (including cast house crew). Also, proper demarcation will be done to avoid any chance of people going over it. 2. Grating to be covered with concrete. 3. Vehicle movement over the concreted area to be restricted to prevent damage.",LTI,2023.0
Orange Stripe#74-English-SNTI.pdf,FY-23,Orange Stripe,74/FY-23,13.10.2022 Time: 11:50 AM,11:50 AM,Training Shop,Learning and Development,MAP&OPN,LTI of a trainee,Injury in right-hand ring finger (fingertip),,,,"Blue Risk (C3, L3)",68,No,"Injured Person (IP), a trainee, was undergoing training at MAP&OPN Section. On 13th Oct, he was performing a practical test on “Gear Backlash Checking” and was engaged in checking the backlash error by rotating the gears, while doing so his right-hand finger got trapped between the gear teeth. IP wa",,,LTI,2023.0
Orange Stripe#74-English-SNTI.pdf,FY-23,Orange Stripe,74/FY-23,,,,,,,,,,,,,,,1. Trainee was wearing all necessary PPEs. 2. Trainer was in the same lab and taking viva of other trainees. 3. Trainee was appearing in practical test when the incident happened. 4. Visual Standard Operating Procedure (SOP) was available with the trainee. 5. Practical demonstration was done by the,1. Display of do and don'ts in the lab. 2. Trainee should identify and note down the potential hazards as per the SOP before exercise. 3. Visual display of past incident should be done in the lab. 4. Visual display of all applicable PPEs should be done in the lab.,LTI,2023.0
Orange Stripe#73-English-OMQ.pdf,FY-23,Orange Stripe,73/FY-23,14.10.2022 Time: 06:45 AM,06:45 AM,Noamundi Iron Mine,Security Services,,LTI of a contractor employee,Fracture in left distal radius bone (left-hand wrist joint),Contractor,M/s SIS (India) Ltd,,"Blue Risk (C3, L3)",447,No,,,,LTI,2023.0
Orange Stripe#72-English-TubesDiv_.pdf,FY-23,Orange Stripe,72/FY-23,17.10.2022 Time: 1:00 AM,1:00 AM,"Near Kosfeld, aA straightening machine collector, Finishing & Warehouse",ST Mills,,LTI of a contractor employee,Amputation of 1/3rd (upper) part distal phalange of right-hand middle,Contractor,M/s Gunadhar Enterprises,3 Star,"Yellow (C3, L4)",847 Days,No,,,,LTI,2023.0
Orange Stripe#72-English-TubesDiv_.pdf,FY-23,Orange Stripe,72/FY-23,,,,,,,,,,,,,,,"1. IP was deployed as a slinger at Finishing section, and he was using all-required PPEs including hand gloves during the job. 2. IP was arranging tubes at the collector of tube straightener machine, which is a 60-year-old machine engaged in slinging activity. 3. IP has been working at Finishing are",1. Adherence to Standard Operating Procedure while doing manual jobs must be ensured. 2. Use of recommended tools must be complied. Formatted: Not Highlight,LTI,2023.0
Orange Stripe#70-English-SS.pdf,FY-23,Orange Stripe,70/FY-23,05.07.2022 Time: 12 PM,12 PM,Tool Room Office,Spares Manufacturing,Planning,LTI of company employee,Soft tissue injury on right wrist,Company,,,"Blue Risk (C2, L2)",2534,No,"? Around 12 noon on 05.07.2022, Injured Person (IP) was going from his working desk to record room. While going, his right leg slipped on the floor. He tried to take support of his right hand but fell down and sustained injury. He felt pain and swelling after some time. Around 2:10 PM, he reported t",,,LTI,2023.0
Orange Stripe#70-English-SS.pdf,FY-23,Orange Stripe,70/FY-23,05.07.2022,,,,,,,,,,,,,,,. Recommendations: Safety shoes should be worn properly and should be tightened.,LTI,2023.0
Orange Stripe#71-English-SS-TSCR.pdf,FY-23,Orange Stripe,71/FY-23,13.10.2022 Time: 5:35PM,5:35PM,Caster 2-wheeler Parking near Tundish shop,Mills & Utilities Electrical Maintenance,TSCR-IEM,LTI of company employee,Contusion and pain over and beneath lateral malleolus right foot.,Company,,,"Yellow Risk (C3, L5)",52 Days,No,"On 13th Oct, Injured Person (IP) went to the 2-wheeler parking near tundish area after completing his duty. He removed the stand of his bike, while holding the bike sideways. While reversing, the bike tilted on his side and the ankle of his right leg got twisted. He felt pain and reported EPFA stati",,,LTI,2023.0
Orange Stripe#71-English-SS-TSCR.pdf,FY-23,Orange Stripe,71/FY-23,,,,,,,,,,,,,,,1. No accumulation of water or other source of slippage found in the near the incident location. 2. Parking surface was in good condition. 3. Illumination in the area was good.,TSCR IEM Team to be sensitized on being attentive while putting/removing the stand of 2-wheeler.,LTI,2023.0
Orange Stripe#69-English-SS-Eqms.pdf,FY-23,Orange Stripe,69/FY-23,05.07.2022 Time: 10:58 AM,10:58 AM,"Scrap bin outside workshop, Loco Maintenance (MOS)","Loco Maintenance (MOS), Equipment Maintenance Services (EQMS)",,LTI of contractor employee,Injury in elbow of right-hand,Contractor,ALLY ENTERPRISES,3,"Blue Risk (C3, L3)",83,No,,,,LTI,2023.0
Orange Stripe#69-English-SS-Eqms.pdf,FY-23,Orange Stripe,69/FY-23,,,,,,,,,,,,,,,1. IP was engaged in material handling job. 2. IP was wearing all required PPE. 3. Standard Operating Procedure is available for the job. 4. Work permit taken for the job.,1. All Employees must be re-trained on Material Handling Standard Operating Procedure. 2. Scrap handling must be done through pallets or pick and carry cranes. 3. Unplanned activities at workplace should be carefully executed only after proper JCC and any unsafe acts must be eliminated through Roko-,LTI,2023.0
Orange Stripe#68-English-Bhelt-.pdf,FY-23,Orange Stripe,68/FY-23,07/10/2022 Time: 1:30 PM,1:30 PM,14 seam 5/S Panel,"Bhelatand Colliery, Jharia",,LTI of two company employees,One employee suffered cut injury on head and other employee suffered,Company,,,"Red Risk (C4, L5)",26,No,,,,LTI,2023.0
Orange Stripe#68-English-Bhelt-.pdf,FY-23,Orange Stripe,68/FY-23,,,,,,,,,,,,,,,1. Face was well ventilated. 2. IPs were sitting near the edge of fan duct about 15ft. away from the face for preparing the prime cartridge. 3. Roof and side support was found adequate as per support plan. 4. W-strap and rigid wire mesh were fixed in roof on all visible slip planes and cracks. 5. Th,,LTI,2023.0
Orange Stripe#68-English-Bhelt-.pdf,FY-23,Orange Stripe,68/FY-23,,,,,,,,,,,,,,,,"1. Exploring the possibility of bridging the gap between two rigid wire mesh as it is difficult to overlap. 2. Selecting the site for preparing priming cartridges by shift Shotfirer in consultation with Overman considering the site condition, as faces are constantly advancing (development) or retrea",LTI,2023.0
Orange Stripe#49-English-LD1.pdf,FY-23,Orange Stripe,49/FY-23,11/08/2022 Time: 06:05 AM,06:05 AM,DS & Torpedo road towards Vessel Ramp area,LD#1,SMLP,LTI of company employee,Amputation at left ring finger distal joint,Company,,,"Yellow Risk (C3, L4)",129,No,"Injured Person (IP) was coming from his residence to join duty in A shift. When he reached towards vessel ramp road (approx. 50 m before punching machine), his two-wheeler skidded after applying brake and dashed with the car of another employee of LD#1 who was coming from opposite side. IP fell on t",,,LTI,2023.0
Orange Stripe#49-English-LD1.pdf,FY-23,Orange Stripe,49/FY-23,,,,,,,,,,,,,,,1. It was raining during the time of incident and area was wet. 2. Condition of tyre of IP’s 2-wheeler found in good condition and IP was wearing crash helmet.,1. Communication circular to all employees of LD1 to use Punch machine which is nearest to their workplace. 2. Road cleaning frequency to be increased with respect to slag deposition on road due to slag handling by Euclid and Dumpers. 3. CCTV to be installed to cover the road near WWTP punch machine,LTI,2023.0
Orange Stripe#50-English-FMM.pdf,FY-23,Orange Stripe,50/FY-23,13th July’22 Time: 7:20 pm,7:20 pm,CP & EMS building office staircase,Field Maintenance - Mechanical,Belt Group,LTI of company employee on the staircase of the CP& EMS office building,Swelling and tenderness over left lateral malleolus and base of 5th,Company,,,"Yellow Risk (C3, L5)",27,NO,"The Injured Person (IP) was in B shift duty and at around 7: 20 pm while he was coming down the stairs of CP & EMS office building, suddenly his left foot got slipped and he fell down. After the incident, IP felt pain and was immediately sent to west plant first aid, where the doctor referred him to",,,LTI,2023.0
Orange Stripe#50-English-FMM.pdf,FY-23,Orange Stripe,50/FY-23,,,,,,,,,,,,,,,,"1. People are advised to hold handrails while going up & down on stairs. 2. Use of mobile phones should be strictly prohibited while climbing up & down stairs. 3. While entering in office from site, the shoes are to be cleaned on the door mat & availability of the same to be ensured at the section e",LTI,2023.0
Orange Stripe#47-English-TSK-P-CRM.pdf,FY-23,Orange Stripe,47/FY-23,02.08.2022 Time: 12:15 PM,12:15 PM,"R6, RS Bay, CRM","CRM Mechanical, TSK",,LTI of a contractor employee,Fracture in left hand upper arm,Contractor,M/s Offshore Infrastructures Limited,In progress,"Blue Risk (C3, L3)",56 days,No,,,,LTI,2023.0
Orange Stripe#47-English-TSK-P-CRM.pdf,FY-23,Orange Stripe,47/FY-23,,,,,,,,,,,,,,,1. Work permit was available for equipment as well as for the job. 2. Illumination was adequate. 3. Toolbox talk was given to the workmen before starting the job. 4. IP was using all required PPEs.,1. Rope pulley/Chain pulley block to be used for holding the structural member for such activity to protect from movement/fall. 2. Pre job description with hazards & precautions needs to be communicated in detail to working team and supervision to be strengthened.,LTI,2023.0
Orange Stripe#44-English-TSM-SMS.pdf,FY-23,Orange Stripe,44/FY-23,11/07/2022 Time: 08:10 AM,08:10 AM,Near CD-bay entrance Scrap Yard,SMS # 2,,LTI of a contractor employee,Fracture in left pelvic bone,Contractor,M/s. IFGL Refractories ltd,3 Star,"Yellow Risk (C3, L4)",222,No,,,,LTI,2023.0
Orange Stripe#44-English-TSM-SMS.pdf,FY-23,Orange Stripe,44/FY-23,,,,,,,,,,,,,,,1. IP was crossing the Scrap transfer car track. 2. IP misjudged the movement of scrap transfer car and hit the scrap transfer car in an attempt to cross the track from behind the car.,1. Permanent barricading to be provided on both sides of the track. 2. Access control through drop gates to be installed. 3. Scrap transfer car movement should be mechanized. 4. Siren to be installed in transfer car to alert its movement. 5. Illumination as per standard should be provided on the tra,LTI,2023.0
Orange Stripe#43-English-TSM-Khopoli.pdf,FY-23,Orange Stripe,43/FY-23,12/07/2022 Time: 01:15 AM,01:15 AM,"Tube mill shed no.08, Tube transfer trolley Surface Treatment Plant",Surface Treatment Plant,,LTI of a contractor employee,Crush Injury,Contractor,M/s. Nisha Enterprises,3 Star,"Blue Risk (C3, L2)",411,No,,,,LTI,2023.0
Orange Stripe#43-English-TSM-Khopoli.pdf,FY-23,Orange Stripe,43/FY-23,,,,,,,,,,,,,,,1. IP had kept his left hand on supporting pipe of trolley and during lot lifting activity by EOT crane his right-hand ring finger got trapped between supporting pipe & trolley.,1. Standard Operating Procedure (SOP) needs to be reviewed and revised incorporating the recommendations generated after incident investigation is complete.,LTI,2023.0
Orange Stripe#42-English-TSM-Procurement.pdf,FY-23,Orange Stripe,42/FY-23,07/07/2022 Time: 12:45 PM,12:45 PM,BOF Utility near Water Complex area,Procurement (Stores),,LTI of a contractor employee,Fracture in right hand ring finger,Contractor,M/s. Pragati Nath,3 Star,"Yellow Risk (C3, L4)",648 days,NO,,,,LTI,2023.0
Orange Stripe#42-English-TSM-Procurement.pdf,FY-23,Orange Stripe,42/FY-23,,,,,,,,,,,,,,,"1. IP was using proper PPE’s. (Hand Gloves, Helmet, Safety Shoe, Goggles & Vest) 2. Standard Operating Procedure for unloading of Ferric Alum was available at site with supervisor. 3. Toolbox talk was conducted before commencing of the job. 4. Work permit renewal was not done.","1. Supplier should be advised a F-15 mechanized handling system to avoid manual handling of ferric alum lumps through pallet box. 2. A liquid substitute for alum to be discovered for water purification as the weight of alum is around 20 Kg, and it bonds with each other due to presence of moisture.",LTI,2023.0
Orange Stripe#40-English-TSK-IM(Security).pdf,FY-23,Orange Stripe,40/FY-23,16/06/2022 Time: 11:55 PM,11:55 PM,IM Section back Gate (Old gate No 2),Security Services,,LTI of contractor employee,Injury on the left-hand palm & index finger,Contractor,M/s Checkmate Services Pvt Ltd,CSM rating not done,"Blue Risk (C3, L3)",301 days,Yes,,,,LTI,2023.0
Orange Stripe#40-English-TSK-IM(Security).pdf,FY-23,Orange Stripe,40/FY-23,,,,,,,,,,,,,,,,Team to be formed and incident to be investigated in detail. Recommendations to be shared thereafter.,LTI,2023.0
Orange Stripe#41-English-Jamadoba.pdf,FY-23,Orange Stripe,41/FY-23,12.07.2022 Time: 6:30 PM (‘B’,6:30 PM,JCPP Road Near Old Plant,Plant Operation,,LTI of contractor employee,injury in the tip of left hand middle and ring finger,Contractor,M/s Munna Khan,Star 3,"Yellow Risk (C3, L4)",940,NO,,,,LTI,2023.0
Orange Stripe#41-English-Jamadoba.pdf,FY-23,Orange Stripe,41/FY-23,03.09.2021,,,,,,,,,,,,,,"1. The Area where vehicle broke down, was the concrete road near Old wash plant. 2. Area was spacious and free from any obstructions. 3. Vehicle was properly barricaded with temporary cone barrier and a danger tape. 4. Skill certification done on 03.09.2021 with proficiency “Silver”. 5. Retraining o",1. A common roadside assistance team to be prepared for the contractors to handle vehicle breakdown inside premises. 2. Consequence management to be applied as per TSL Safety Standard. 3. Retraining to be provided to the people involved in transportation activities.,LTI,2023.0
Orange Stripe#39-English-TSK-Coke Plant.pdf,FY-23,Orange Stripe,39/FY-23,05/07/2022 Time: 10:00 AM,10:00 AM,Battery-1B Heating Cellar,"Coke Plant, TSK",,LTI of contractor employee,Fracture in left hand wrist,Contractor,M/s- R.C Engineering Enterprises,3 Star,"Blue Risk (C3, L3)",218,No,,,,LTI,2023.0
Orange Stripe#39-English-TSK-Coke Plant.pdf,FY-23,Orange Stripe,39/FY-23,,,,,,,,,,,,,,,1. Work Permit & Standard Operating Procedure was found adequate. 2. Illumination was adequate. 3. IP was wearing all the required PPEs.,1. Detailed recommendations to be shared after investigation is complete.,LTI,2023.0
Orange Stripe#38-English-TSK-Env.pdf,FY-23,Orange Stripe,38/FY-23,22.06.2022 Time: 12:35 PM,12:35 PM,Project Office near Gate No.: 1,Environment,,LTI of contractor employee,Cut in forehead & fracture in wrists,Contractor,M/s Maa Tarini Plantation,3 Star,"Yellow Risk (C3, L4)",1,No,,,,LTI,2023.0
Orange Stripe#38-English-TSK-Env.pdf,FY-23,Orange Stripe,38/FY-23,,,,,,,,,,,,,,,1. Standard Operating Procedure was available. 2. The ladder was held by a worker & safety belt was not used. 3. IP was wearing all PPEs.,"Investigation in progress, detailed recommendations to be shared thereafter.",LTI,2023.0
Orange Stripe#37-English-TGS-E&P.pdf,FY-23,Orange Stripe,37/FY-23,28-06-2022 Time: 11:05 PM,11:05 PM,RFD Yard,TGS,,LTI of contractor employee,Left hand ring finger injury,Contractor,M/S Smart Engineering,3 Star,"Blue risk (C3,L3)",53 days,Yes,,,,LTI,2023.0
Orange Stripe#37-English-TGS-E&P.pdf,FY-23,Orange Stripe,37/FY-23,,,,,,,,,,,,,,,1. IP was wearing all the necessary PPEs. 2. He was doing material handling (rigging) job and had experience of more than 10 years in the same area. 3. IP was shifting material and changing the orientation of material. 4. While changing material orientation crush injury happened in the left ring fin,1. Training and awareness session for work standard should be organized in the department and 100% coverage to be ensured. 2. Hands are not tools campaign should be refreshed. 3. Standard tools should be provided.,LTI,2023.0
Orange Stripe#36-English-TSM-Sahibabad.pdf,FY-23,Orange Stripe,36/FY-23,26.06.2022 Time: 03:30 PM,03:30 PM,Strip grinding line #02,NCRM,,LTI of a contractor employee,Hair line crack in right hand index finger,Contractor,M/S AVSHESH KUMAR,3 Star,"Yellow Risk (C3, L4)",420 Days,No,,,,LTI,2023.0
Orange Stripe#36-English-TSM-Sahibabad.pdf,FY-23,Orange Stripe,36/FY-23,,,,,,,,,,,,,,,"1. Operator(I) was assigned for machine operations in ‘B shift’ at strip grinding line #02. After the completion of running batch, machine was stopped, and he went for material transfer of second planned batch. He assigned a person to take care of machine. After few minutes, the assigned person left",1. Light signal/emergency mode indication system should be deployed where gap between operator and working person is more. 2. Display of authorized/assigned machine operator with photograph should be present near all machine control panels. 3. Speed of hydraulic cylinder in pusher plate to be reduce,LTI,2023.0
Orange Stripe#32-English-TSM-CO.pdf,FY-23,Orange Stripe,32/FY-23,24.06.2022 Time: 11:00 PM,11:00 PM,Battery 2 End,Coke Plant 1 Mechanical,,LTI of contractor employee,Fracture in Right Hand Wrist Joint,Contractor,M/s Vaaman Engineers (I) Ltd,3 Star,"Yellow Risk (C3, L4)",801,No,,,,LTI,2023.0
Orange Stripe#32-English-TSM-CO.pdf,FY-23,Orange Stripe,32/FY-23,,,,,,,,,,,,,,,1. IP chose to use a dark area to urinate instead of a permanent toilet nearby. 2. Approach/walkway to the permanent toilet was not found well-illuminated.,1. Campaign to sensitize the message of using available amenities. 2. Proper Illumination to be provided in the permanent toilet area & the area of incident. High mast near the toilet to be taken into operation. An audit of proper illumination to be done in entire Coke Plant and compliances to be do,LTI,2023.0
Orange Stripe#35-English-TSJ-HSM-Mech.pdf,FY-23,Orange Stripe,35/FY-23,14.06.2022 Time: 12:15 PM,12:15 PM,Between Furnace 2 & Furnace 3,Mills Mechanical-HSM,RCPH,LTI of company employee,Sprain in Right ankle,Company,,,"Yellow Risk (C3, L4)",695,NO,"? Injured Person (IP) was engaged in Furnace 3 emergency line NRV changing job along with contract employees. While descending from the monkey ladder, his ankle of the right foot got twisted. He reported to West Plant First Aid. The doctor on duty referred him to TMH for further treatment. In X ray",,,LTI,2023.0
Orange Stripe#35-English-TSJ-HSM-Mech.pdf,FY-23,Orange Stripe,35/FY-23,,,,,,,,,,,,,,,"1. IP was wearing all required PPEs. 2. Area was having Slip, Trip, Fall hazards just near the landing area of staircase. 3. Illumination in the area found adequate.",1. Landing areas of all the staircases to be made free from any Slip Trip Fall hazards.,LTI,2023.0
Orange Stripe#34-English-TSJ-HSM.pdf,FY-23,Orange Stripe,34/FY-23,16.06.22 Time: 12:25 PM,12:25 PM,HSM FM#6,Field Maintenance Mechanical - Mills,,LTI of contractor employee,Abdominal and back pain,Contractor,M/S Blue-Peter,3 Star,"Yellow Risk (C3, L4)",113,NO,,,,LTI,2023.0
Orange Stripe#34-English-TSJ-HSM.pdf,FY-23,Orange Stripe,34/FY-23,,,,,,,,,,,,,,,1. IP was involved in FM6 exit guide removal. 2. IP was wearing all PPEs. 3. Standard Operating Procedure (SOP) was available at site. 4. Work Permit was taken for the job.,1. Focused supervision to be ensured during all critical material handling activities. 2. SOP implementation at site to be ensured by Vendor supervisors.,LTI,2023.0
Orange Stripe#33-English-TSM-HSM.pdf,FY-23,Orange Stripe,33/FY-23,24.06.2022 Time: 09:15 PM,09:15 PM,Coil Yard - HR SLITTER Exit Coil Car,HSM,Finishing Dispatch,LTI of a contractor employee,Cut and Fracture in the right leg.,Contractor,MSP Construction.,,"Yellow Risk (C3, L4)",187 Days,No,"After processing, the coil was removed from recoiler by exit coil car. While raising the car to place the coil on four arm capstone, there was some issue because of which the car could not be raised. The mechanical team was informed about the problem in exit coil car by the operator (Injured Person-",,,LTI,2023.0
Orange Stripe#33-English-TSM-HSM.pdf,FY-23,Orange Stripe,33/FY-23,,,,,,,,,,,,,,,1. IP was not engaged in work. He was standing near the operating desk. 2. Exit coil car condition was not healthy so mechanical team was using a jack to lift movable part of the exit coil car.,1. Steel net should be used near the exit coil car or the operator’s desk should be barricaded. 2. Equipment healthiness to be maintained by OEM.,LTI,2023.0
Orange Stripe#29-English-TSM-Lime Plant.pdf,FY-23,Orange Stripe,29/FY-23,10/06/2022 Time: 12:00 PM,12:00 PM,"Booster/Blower maintenance workshop, Lime plant",Lime Plant,,LTI of a contractor employee,Crush injury happened on left hand middle finger.,Contractor,Bhusan Steel Madhya- Bharat Limited,,"Yellow (C3, L5)",1317,No,,,,LTI,2023.0
Orange Stripe#29-English-TSM-Lime Plant.pdf,FY-23,Orange Stripe,29/FY-23,,,,,,,,,,,,,,,"1. Work permit was taken for the job. 2. Standard Operating Procedure (SOP) was available for the job, but not adequate. 3. Job was executed under supervision of TSL employee. 4. IP was well experienced about the job and he was working for 10 years in this job. 5. No JCC was done in past for this jo",1. SOP to be revised considering all hazards related to the job. 2. Alternate engineering solution/best practice for similar assembly work to be explored and implemented.,LTI,2023.0
Orange Stripe#30-English-TSM-Khopoli.pdf,FY-23,Orange Stripe,30/FY-23,11/06/2022 Time: 3:00 PM,3:00 PM,"LDP Coating, Shed No. 6",Dispatch,,LTI of a contractor employee,Crushed Middle & Index finger,Contractor,M/s A S Enterprises,2 star,"Blue (L3, C2)",146,No,,,,LTI,2023.0
Orange Stripe#30-English-TSM-Khopoli.pdf,FY-23,Orange Stripe,30/FY-23,,,,,,,,,,,,,,,1. 2 persons & one Supervisor were engaged along with IP for pipe lifting activity. 2. IP was wearing necessary Safety PPE. 3. Contractor had engaged new worker without communicating to Shift In-charge. 4. Communication gap between crane operator and workmen.,1. Training to be given to all concern shift employees on how to lift the internal coated pipes.,LTI,2023.0
Orange Stripe#25-English-TSK_CRM.pdf,FY-23,Orange Stripe,25/FY-23,06.06.2022 Time: 05:30 PM,05:30 PM,ARP 11mtr floor control room,"CRM Electrical, TSK",ARP,LTI of a contractor employee,"Swelling and abrasion over shoulder, left-hand wrist and palm",Contractor,M/s Bina Electrical,In progress,"Yellow Risk (C3, L4)",89 days,No,,,,LTI,2023.0
Orange Stripe#25-English-TSK_CRM.pdf,FY-23,Orange Stripe,25/FY-23,,,,,,,,,,,,,,,"1 Before panel installation, it was advised to install support line & chequered plate over the openings as per special instructions mentioned in permit. 2 Work permit & Standard Working Procedure available. 3. IP was using all required PPEs. 4. Illumination at the incident site was found adequate.",1. Overhead anchorage arrangement to be used as per safe work procedure for handling of panel to prevent toppling. 2. Access to the location to be made safe before shifting the panel to position.,LTI,2023.0
Orange Stripe#24-English-TMH.pdf,FY-23,Orange Stripe,24/FY-23,04.06.2022 Time: 09:10AM,09:10AM,"Nurse Changing Room, TMH",Medical Services,,LTI of company employee,Fracture in right foot fifth toe (little finger),Company,,,"Yellow (C3, L4)",325,No,"Injured Person (IP) was in D Shift (09:00am to 06:00PM) duty. At 09:10 am, she went to the changing room for dress change. While coming out from the room, her right foot struck against the door. She sustained injuries in the fifth toe of her right foot. X-Ray revealed that there is a minor fracture.",,,LTI,2023.0
Orange Stripe#24-English-TMH.pdf,FY-23,Orange Stripe,24/ FY-23,,,,,,,,,,,,,,,"1. Incident place was well illuminated, having good surface quality and wide space for moving. 2. IP was quite familiar to this place and visits there twice a day. 3. Her shoes were checked and found in good condition. 4. She was a bit late and had to join duty",1. Visible stickers on door corners and handles are to be placed. 2. IP to be sent for behavioural based safety training as per schedule. 3. A visit of Slip Trip Fall task force is scheduled to find out the proactive improvements.,LTI,2023.0
Orange Stripe#23-English-LD3.pdf,FY-23,Orange Stripe,23/FY-23,11.06.2022 Time: 9 AM (A Shift,9 AM (A Shift),LD3TSCR Casting Floor (15m),LD3TSCR,Crane,LTI of company employee,Sprain on left hip,Company,,,"Yellow (C3, L5)",67,No,"Injured Person (IP) was in A shift duty. At 9 AM, while descending from staircase of rest room at 15 m casting floor, his right leg slipped and went ahead of left leg by 2 steps. He felt pain on his left thigh bone and reported East Plant First-Aid station. Doctor on duty referred him to TMH Emergen",,,LTI,2023.0
Orange Stripe#23-English-LD3.pdf,FY-23,Orange Stripe,23/FY-23,,,,,,,,,,,,,,,"1. In the nearby region of incident, no accumulation of water or other source of slippage found. 2. Illumination in the area was found OK.",1. Everyone is advised to be careful while moving on the staircase and hold the handrail without fail. 2. Detailed recommendations will be shared after incident investigation is complete.,LTI,2023.0
Orange Stripe#21-English-TSK-RMHS.pdf,FY-23,Orange Stripe,21/FY-23,02/06/2022 Time: 01:30 PM,01:30 PM,Conveyor C108BC,"Field Maintenance Mechanical, Iron Making",,LTI of contractor employee,Fracture of Left-Hand Thumb Tip,Contractor,M/s Automation & Technical Services,3 Star,"Yellow Risk (C3, L3)",169 Days,No,,,,LTI,2023.0
Orange Stripe#21-English-TSK-RMHS.pdf,FY-23,Orange Stripe,21/FY-23,,,,,,,,,,,,,,,1. The job was carried out with proper positive isolation of the conveyor. 2. Standard Operating Procedure for the job was available at site. 3. Required PPEs were in use by the IP. 4. Illumination at the working area was adequate.,1. Deployment of standardized tackle for adjustment of conveyor pulley bearing clearances in situ.,LTI,2023.0
