File Name,Fiscal Year,Stripe Type,Stripe Number,Incident Date,Incident Time,Location / Plant,Department,Section,Incident Type,Injury Description,Employee Type,Vendor Name,Vendor Star Rating,Risk Type,LTI Free Days,Camera Surveillance,What Happened,Preliminary Findings,Recommendations,Severity,FY Number
Orange Stripe#29-FY24-SS-TSJ-English.pdf,FY-24,Orange Stripe,29/FY-24,,,,,,,,,,,,,,,1. IP was wearing all the mandatory PPEs (Personal Protective Equipment). 2. Illumination of the area was found adequate. 3. The condition of the gallery was not safe due to spillage of material.,"1. In such unsafe condition, unauthorized entry should be restricted, unless the basic condition is restored. 2. Provide the ‘hazard sign’ displays related to STF (Slip/Trip/Fall) at these types of galleries. 3. The housekeeping of all conveyor galleries needs to be maintained round the clock. 4. Be",LTI,2024.0
Orange Stripe#27-FY24-WRM-English.pdf,FY-24,Orange Stripe,27/FY-24,13-06-2023 Time: 06:30 AM,06:30 AM,NTM Breakout Box (BOB),Wire Rod Mill,No Twist Mill (NTM),LTI of Company Employee,Avulsion injury over tip of right-hand middle finger,Company,,,"Yellow Risk (C3, L4)",294 Days,No,,,,LTI,2024.0
Orange Stripe#27-FY24-WRM-English.pdf,FY-24,Orange Stripe,27/FY-24,,,,,,,,,,,,,,,1. Standard Operating Procedure for the job was available and was being followed. 2. Illumination was found appropriate. 3. Play in the BOB hinge pin was observed along with accumulation of dirt in area left over by cooling water.,1. Locking arrangement should be provided for breakout box to avoid free fall of its upper portion. 2. Scheduled cleaning should be done to avoid restrictions in the movement of breakout boxes due to dirt deposits.,LTI,2024.0
Orange Stripe#26-FY24-OMQ canteen- TSM-English.pdf,FY-24,Orange Stripe,26/FY-24,06-06-2023 Time: 11:30 PM,11:30 PM,"Wet Plant Processing Canteen, Noamundi","Human Resource Management, OMQ",,LTI of a contractor employee,Snake bite on left-hand middle finger,Contractor,M/s Dineshwar Singh and Sons,3- Star,"Blue Risk (C3, L3)",1351 days,No,"On June 6, 2023, IP (Injured Person) was engaged in food serving job at Wet Plant Processing Canteen. He was doing his work unaware of the presence of a snake, which was hidden in a corner hole of the canteen floor. The snake somehow approached the table and unexpectedly, the IP was bitten by the sn",,,LTI,2024.0
Orange Stripe#25-FY24-Khopoli TSM-English.pdf,FY-24,Orange Stripe,25/FY-24,18-05-2023 Time: 03:00 AM,03:00 AM,Mill-2 offline UT/MPI,"Quality Assurance, LDP",,LTI of a contractor employee,Crush injury in left hand middle and ring fingers,Contractor,M/S Shivam Enterprises,3,"Blue Risk (C2, L2)",,No,,,,LTI,2024.0
Orange Stripe#25-FY24-Khopoli TSM-English.pdf,FY-24,Orange Stripe,25/FY-24,,,,,,,,,,,,,,,"1. IP is working in the department from last two years. 2. The sensor at the end of conveyor, which was installed for movement of rejected pipes, was found malfunctioning.",1. Pipe movement sensor logic should be reviewed for preventing pipe reversing. 2. Hard barricading with access control should be provided to avoid any manual intervention. 3. Feasibility should be explored for implementation of high-resolution cameras to replace manual marking activities.,LTI,2024.0
Orange Stripe#23-FY24-E&P TSK-English.pdf,FY-24,Orange Stripe,23/FY-24,24-05-2023 Time: 08:40 AM,08:40 AM,"Near Rest Shed-2, Battery 3A Coke Side, COBP",Civil Construction,,LTI of a Contractor Employee,Fracture in left hand Wrist,Contractor,M/s Mohd Ajmal,3,"Yellow Risk (C3, L4)",15 Days,No,"On May 24, 2023, IP (Injured Person) was going to designated rest shed. He tried to take a short cut for rest room. He stepped over a roof sheet which was kept on ground and slipped due to accumulated coal dust. He fell on the same level and sustained injury in his left-hand wrist. He was immediatel",,,LTI,2024.0
Orange Stripe#23-FY24-E&P TSK-English.pdf,FY-24,Orange Stripe,23/FY-24,,,,,,,,,,,,,,,1. IP stepped over a roof sheet which was kept on ground and slipped due to accumulated coal dust. 2. Roof sheet and other construction materials were kept on the ground haphazardly. 3. The illumination was adequate at site.,"1. Material dismantled from operating plant should be disposed off at the earliest. 2. Pedestrian pathways should be clearly demarcated. 3. Behaviour based training should be given to all, to bring a change in individual behaviour.",LTI,2024.0
Orange Stripe#21-FY24-Jharia RM-English (1).pdf,FY-24,Orange Stripe,21/FY-24,24-05-2023 Time: 12:30 PM,12:30 PM,"Maintenance Shed, Central Garage","Central Garage, Engineering Services, Jharia",,LTI of a Contractor employee,Fracture in left foot toe,Contractor,M/S D K Singh,3 star,"Blue Risk (C3, L3)",1819 Days,No,,,,LTI,2024.0
Orange Stripe#21-FY24-Jharia RM-English (1).pdf,FY-24,Orange Stripe,21/FY-24,,,,,,,,,,,,,,,1. IP was wearing all the mandatory PPEs (Personal Protective Equipment). 2. Work permit was available at the site. 3. Toolbox meeting was done and SOP (Standard Operating Procedure) with safety guidelines were explained to all. 4. Specific job safety instructions were not followed.,"1. Job-specific risk assessments should be conducted to identify potential hazards associated with each task or work area, with the involvement of both employee and vendors. 2. All individuals involved on the shop floor, should adhere to a strict work discipline.",LTI,2024.0
Orange Stripe#22-FY24-West Bokaro RM-English.pdf,FY-24,Orange Stripe,22/FY-24,24-05-2023 Time: 11:30 PM,11:30 PM,Below economizer hopper area,"Engineering Services & Projects, West Bokaro",Powerhouse Operations,LTI of a Company employee,Fracture in left hand index finger,Company,,,"Yellow Risk (C3, L4)",43 Days,No,,,,LTI,2024.0
Orange Stripe#22-FY24-West Bokaro RM-English.pdf,FY-24,Orange Stripe,22/FY-24,,,,,,,,,,,,,,,,1. Inspection and replacement of loose/defective nipple joints should be done on regular frequency. 2. Choked pipe should be cleaned by the maintenance team.,LTI,2024.0
Orange stripe#20-FY24-Jharia RM-English.pdf,FY-24,Orange Stripe,20/FY-24,22-05-2023 Time: 2:15 PM,2:15 PM,"7 Level / Bet. 2 D to 3D, 11 seam","Digwadih Colliery, Jharia",,LTI of a Contractor employee,Fracture in left leg and compression in L1 vertebra,Contractor,Kasmir Singh,3 Star,"Blue Risk (C3, L3)",113,No,,,,LTI,2024.0
Orange stripe#20-FY24-Jharia RM-English.pdf,FY-24,Orange Stripe,20/FY-24,,,,,,,,,,,,,,,1. IP was wearing all mandatory PPEs (Personal Protective Equipment). 2. Work permit was available at site and area was well ventilated. 3. Six directional hazard was not assessed properly before starting the job.,1. Strengthening the system of securing work site before deployment of persons. 2. Hazard perception to be improved for employees as well as supervisors. 3. Site safety supervisor for underground operations must be the holder of mining sardar certificate.,LTI,2024.0
Orange Stripe#19-FY24-NCRM Khopoli-English.pdf,FY-24,Orange Stripe,19/FY-24,18-05-2023 Time: 12:10 PM,12:10 PM,H&T (Hardened and tempered) 8-Ton Rewinding,Narrow Coiled Rolled Mill-Operation,,LTI of a contractor employee,Fracture in left hand middle finger,Contractor,M/s RS Jha,3-star,"Yellow Risk (C3, L3)",596 Days,No,,,,LTI,2024.0
Orange Stripe#19-FY24-NCRM Khopoli-English.pdf,FY-24,Orange Stripe,19/FY-24,,,,,,,,,,,,,,,1. IP was wearing all the required PPEs (Personal Protective Equipment). 2. SOP (Standard Operating procedure) for the job was available at site. 3. IP has 12 years of experience in H&T inspection line.,"1. JCC should be done for this activity and SOP should be revised, based on JCC’s recommendations. 2. Separator overarm and outer diameter holding arm should be mounted at recoiler of 8-Ton rewinding line.",LTI,2024.0
Orange Stripe#18-FY24- Sinter Plant TSK-English.pdf,FY-24,Orange Stripe,18/FY-24,07-05-2023 Time: 8:30PM,8:30PM,Pathway to Twin Boom Stacker,Sinter Plant TSK,,LTI of a contractor employee,Cut injury in both legs and fracture in right leg,Contractor,M/s Mahalaxmi (M297),3 star,"Red Risk (C4, L4)",54 days,Camera was,,,,LTI,2024.0
Orange Stripe#18-FY24- Sinter Plant TSK-English.pdf,FY-24,Orange Stripe,18/FY-24,,,,,,,,,,,,,,,"1. Staircase of TBS was the designated access from Yard-1 side pathway. 2. The use of monkey ladder was prevented, but it was not dismantled. 3. Illumination was found adequate at site.","1. Except for designated TBS entry, all other entry should be closed, and access control should be installed at designated entry only. 2. Monkey ladder should be hard barricaded. 3. Discarded ladders should be dismantled.",LTI,2024.0
Orange Stripe#17-FY24-Canteen TSM-English.pdf,FY-24,Orange Stripe,17/FY-24,03-05-2023 Time: 10:17 PM,10:17 PM,"On road, near admin building",Human Resource Management Canteen,,LTI of a Contractor Employee,Internal head injury,Contractor,Shaurya INN,New Vendor (Job star,"Yellow Risk (C4, L3)",763 Days,Yes,,,,LTI,2024.0
Orange Stripe#17-FY24-Canteen TSM-English.pdf,FY-24,Orange Stripe,17/FY-24,,,,,,,,,,,,,,,"1. Hydraulic door of shuttle bus was in working condition, but not locked. 2. IP stumbled and fell on road because both of his hands were occupied by holding bags. 3. He was trying to get down from bus in running condition. 4. He was holding bags in both hands.","1. Hydraulic doors of all Shuttle buses should be ensured operative and administered to closed/ locked when the bus is moving. 2. Interlock could be placed for door closing, so that the bus can’t move in case the gate is open. 3. Shuttle bus should be stopped only at designated bus stop, to drop-off",LTI,2024.0
Orange Stripe#16-FY24-E&P TSK-English.pdf,FY-24,Orange Stripe,16/FY-24,09-05-2023 Time: 10:35 AM,10:35 AM,NS-30 west side drain (Pipe rack),COBP (Coke Oven & By-product),,LTI of a Contractor Employee,Burn injury in right leg,Contractor,M/s Larsen & Toubro Limited,3 Star,"Yellow Risk (C3, L4)",239,No,"On May 9, 2023, IP (Injured Person) was engaged in checking the store inventory at construction site. He was taking shortcut while going to work location, and stepped on a drain cover, adjacent to west side road of NS-30 (portion of which was corroded). The drain carries the discharge of condensed s",,,LTI,2024.0
Orange Stripe#16-FY24-E&P TSK-English.pdf,FY-24,Orange Stripe,16/FY-24,,,,,,,,,,,,,,,1. IP was wearing all required personal protective equipment. 2. Safe working procedure of the job was available. 3. Illumination was adequate at the site.,1. Safety shower should be available at fabrication yard/hot work zone. 2. All damaged drain gratings/covers should be identified and protected by standard covers.,LTI,2024.0
Orange Stripe#15-FY24-NBM SM-English.pdf,FY-24,Orange Stripe,15/FY-24,17-05-2023 Time: 04:30 PM,04:30 PM,Water Box B2,New Bar Mill,,LTI of a contractor employee,Fracture of upper left Cheek bone,Contractor,M/s C S Bedi,3 Star,"Yellow Risk (C3, L4)",3299,No,"On May 17, 2023, IP (Injured Person) was in B shift duty. He was engaged in water box nozzle cleaning job at New Bar Mill. Mill was stopped for RCPC (Roll Change Pass Change). After completing the job, IP was opening the ball valve of water line at water box B2 without proper isolation. This pressur",,,LTI,2024.0
Orange Stripe#15-FY24-NBM SM-English.pdf,FY-24,Orange Stripe,15/FY-24,,,,,,,,,,,,,,,1. Standard Operating Procedure of the job was available. 2. The job was carried out under control stop procedure. 3. IP was wearing all required PPEs (Personal Protective Equipment). 4. IP has more than 9 years of experience in the same field.,1. Booster pumps should be switched off from HMI (Human Machine Interface) before water box maintenance job. 2. Sequence of valve operation should be displayed. 3. Tapping position should be modified/redesigned as per modified P & ID (Piping & Instrumentation Diagram).,LTI,2024.0
RED Stripe_TSML.pdf,FY-24,Red Stripe,01/FY24,31.05.2023 Time: 02:15 PM,02:15 PM,Weighbridge approach road near ETP chowk,Sukinda Chromite Mine,Logistics,Fatal incident of Mr. Basudev Mahanta – an outbound truck driver,Multiple injury in left side of face and occipital region.,,,,,,,,,,Fatal,2024.0
RED Stripe_TSML.pdf,FY-24,Red Stripe,01/FY24,31.05.2023,,,,,,,,,,,,,,,,Fatal,2024.0
Orange Stripe#14-FY24-Engg serv TSM-English.pdf,FY-24,Orange Stripe,14/FY-24,10-05-2023 Time: 7:45 AM,7:45 AM,"BF slag conveyor, D6 conveyor, Tail end",Project and Plant Services,,LTI of a contractor employee,Deep lacerated injury on right side of neck.,Contractor,M/s Samainia Industries LLP,3 star,"Yellow Risk (C3, L4)",1397,No,"On May 10, 2023, IP (Injured person) and his team members, were engaged in structure cleaning and painting job at Blast Furnace D-6 slag conveyor tail end, which is at 15-meter height. Cleaning activity was under progress as per the sequence required for ST3. IP was using AG-5 grinding machine with",,,LTI,2024.0
Orange Stripe#14-FY24-Engg serv TSM-English.pdf,FY-24,Orange Stripe,14/FY-24,,,,,,,,,,,,,,,"1. Standard Operating Procedure, HIRA (Hazard Identification and Risk Assessment), TBT (Toolbox Talk) & JHA (Job Hazard Analysis) were available at site. 2. Work permit and height permit were available at site. 3. IP was wearing all mandatory PPEs.","1. Check list for health assessment of grinding/buffing machine and wheel should be developed and implemented before starting the job. 2. A green sticker stating, “Last inspection date” and “Due date of inspection” should be tagged over the tools.",LTI,2024.0
Orange Stripe#13-FY24-DRI TSM LTI-English.pdf,FY-24,Orange Stripe,13/FY-24,05-05-2023 Time: 04:13 PM,04:13 PM,DRI Central Control Room 5 (CCR5),DRI Electrical Maintenance (IMEM),,LTI of company employee,Hair line fracture in right foot,Company,,,"Blue Risk (C3, L2)",970,No,"On May 5th, 2023, IP (Injured Person) was in B-shift duty. While descending from the CCR (Central Control Room) stair, his right foot got twisted on the last step of the staircase. He felt pain and was immediately taken to OHC (Occupational Health Centre). After",,,LTI,2024.0
Orange Stripe#12-FY24-Bearing-English.pdf,FY-24,Orange Stripe,12/FY-24,24-04-2023 Time: 11:45 AM,11:45 AM,"Grinding Plant-2, Module 4A, machine KN212 4A",Bearing Operation,Bearing Maintenance,LTI of a company Employee,Right hand thumb injury,Company,,,"Blue Risk (C3, L3)",163,NO,,,,LTI,2024.0
Orange Stripe#12-FY24-Bearing-English.pdf,FY-24,Orange Stripe,12/FY-24,,,,,,,,,,,,,,,"1. IP was wearing all the mandatory PPEs (Personal Protective equipment). 2. SOP (Standard Operating Procedure) was available. ESI (Energy Source Identification) document was available, and it mentioned about hydraulic as an energy source. 3. Despite the SOP clearly stating that visual checks should","1. SOP should be revised by mentioning the positive isolation of all energy sources according to ESI document. 2. Control-stop procedure should be incorporated in SOP for maintenance, inspection including visual check in manual/auto mode of machine. 3. The ESI should be amended accordingly, and the",LTI,2024.0
Orange Stripe#10-FY24-LD1-English.pdf,FY-24,Orange Stripe,10/FY-24,28-04-2023 Time: 10:27 PM,10:27 PM,LD1 New Bar Mill Track line crossing,LD1,Material Handling Section,LTI of a company employee,Blunt trauma in relation to chest and neck,Company,,,"Yellow Risk (C3, L4)",118 Days,Yes,,,,LTI,2024.0
Orange Stripe#10-FY24-LD1-English.pdf,FY-24,Orange Stripe,10/FY-24,,,,,,,,,,,,,,,,One should never use any gadget or electronic devices which distracts the attention while driving.,LTI,2024.0
Orange Stripe#11-FY24-LD3 MM-English.pdf,FY-24,Orange Stripe,11/FY-24,19-04-2023 Time: 08:15 AM,08:15 AM,Two-wheeler parking behind CRM office,Steel Making Mechanical Maintenance,LD-3,LTI of a company employee,Tenderness and swelling over right foot ankle,Company,,,"Yellow Risk (C3, L5)",804,No,,,,LTI,2024.0
Orange Stripe#11-FY24-LD3 MM-English.pdf,FY-24,Orange Stripe,11/FY-24,,,,,,,,,,,,,,,1. IP went to CRM to drop off one of her colleagues while coming to join the office. 2. The parking area was found free from any STF (Slip/Trip/Fall) hazard. 3. IP had similar injury in the month of February 2023.,We should be more attentive while walking inside plant premises including shop floor.,LTI,2024.0
Orange Stripe#7-FY24-SMS2 TSM-English.pdf,FY-24,Orange Stripe,07/FY-24,08-04-2023 Time: 12.30 PM,12.30 PM,BOF Assembly Point (27A),SMS-2,,LTI of a contractor employee,Burn Injury on Left Hand,Contractor,United Infracore limited,3 Star,"Yellow Risk (C3, L4)",271 Days,No,,,,LTI,2024.0
